Date,Adj Close
2018-04-12,5.224358
2018-04-13,5.171852
2018-04-16,5.189354
2018-04-17,5.189354
2018-04-18,5.233109
2018-04-19,5.25061
2018-04-20,5.25061
2018-04-23,5.259362
2018-04-24,5.364374
2018-04-26,5.425631
2018-04-27,5.460636
2018-04-30,5.373125
2018-05-01,5.390627
2018-05-02,5.425631
2018-05-03,5.443133
2018-05-04,5.425631
2018-05-07,5.355623
2018-05-08,5.294366
2018-05-09,5.469386
2018-05-10,5.478137
2018-05-11,5.425631
2018-05-14,5.469386
2018-05-15,5.451884
2018-05-16,5.530643
2018-05-17,5.425631
2018-05-18,5.469386
2018-05-21,5.565647
2018-05-22,5.635655
2018-05-23,5.1631
2018-05-24,5.1631
2018-05-25,5.15435
2018-05-28,4.970578
2018-05-29,4.883069
2018-05-30,4.961828
2018-05-31,5.128097
2018-06-01,5.084342
2018-06-04,5.049338
2018-06-05,4.944325
2018-06-06,5.058089
2018-06-07,5.25061
2018-06-08,5.15435
2018-06-12,5.189354
2018-06-13,5.128097
2018-06-14,5.093093
2018-06-15,5.233109
2018-06-18,5.198105
2018-06-19,5.24186
2018-06-20,5.399378
2018-06-21,5.381876
2018-06-22,5.198105
2018-06-25,5.285615
2018-06-26,5.24186
2018-06-27,5.355623
2018-06-28,5.495639
2018-06-29,5.486888
2018-07-02,5.381876
2018-07-03,5.443133
2018-07-04,5.443133
2018-07-05,5.460636
2018-07-06,5.556898
2018-07-09,5.574398
2018-07-10,5.539394
2018-07-11,5.451884
2018-07-12,5.434382
2018-07-13,5.390627
2018-07-16,5.32937
2018-07-17,5.215607
2018-07-18,5.215607
2018-07-19,5.303117
2018-07-20,5.434382
2018-07-23,5.425631
2018-07-24,5.425631
2018-07-25,5.399378
2018-07-26,5.521892
2018-07-27,5.583149
2018-07-30,5.600652
2018-07-31,5.583149
2018-08-01,5.583149
2018-08-02,5.513142
2018-08-03,5.539394
2018-08-06,5.583149
2018-08-07,5.740668
2018-08-08,5.801925
2018-08-09,5.67066
2018-08-10,5.565647
2018-08-13,5.609402
2018-08-14,5.574398
2018-08-15,5.591901
2018-08-16,5.460636
