Date,Adj Close
2018-04-12,60.900814
2018-04-13,62.099781
2018-04-16,61.901276
2018-04-17,62.00449
2018-04-18,62.695286
2018-04-19,64.64856
2018-04-20,63.941895
2018-04-23,64.839127
2018-04-24,63.139927
2018-04-26,63.044651
2018-04-27,63.243145
2018-04-30,63.409897
2018-05-01,63.282856
2018-05-02,63.528999
2018-05-03,64.608856
2018-05-04,64.267433
2018-05-07,64.315071
2018-05-08,64.39447
2018-05-09,64.847054
2018-05-10,65.863388
2018-05-11,66.601822
2018-05-14,67.094116
2018-05-15,66.387428
2018-05-16,67.23703
2018-05-17,68.880653
2018-05-18,68.134277
2018-05-21,67.491119
2018-05-22,67.173515
2018-05-23,67.300568
2018-05-24,66.625648
2018-05-25,66.038094
2018-05-28,65.998375
2018-05-29,65.903099
2018-05-30,65.124969
2018-05-31,65.87928
2018-06-01,65.506081
2018-06-04,65.982498
2018-06-05,65.069382
2018-06-06,66.705055
2018-06-07,68.261314
2018-06-08,68.761536
2018-06-12,67.570526
2018-06-13,66.784439
2018-06-14,67.1894
2018-06-15,68.046936
2018-06-18,66.705055
2018-06-19,65.220245
2018-06-20,65.70459
2018-06-21,65.982498
2018-06-22,65.474319
2018-06-25,66.101601
2018-06-26,64.894707
2018-06-27,65.1726
2018-06-28,65.958672
2018-06-29,66.252457
2018-07-02,66.141304
2018-07-03,64.156273
2018-07-04,63.624275
2018-07-05,62.893784
2018-07-06,63.33049
2018-07-09,64.243622
2018-07-10,64.807358
2018-07-11,63.648102
2018-07-12,63.481358
2018-07-13,63.394012
2018-07-16,63.052597
2018-07-17,62.854095
2018-07-18,63.131989
2018-07-19,64.013336
2018-07-20,63.584579
2018-07-23,63.425766
2018-07-24,64.235687
2018-07-25,65.188484
2018-07-26,64.323006
2018-07-27,64.616783
2018-07-30,63.878361
2018-07-31,64.473869
2018-08-01,64.831184
2018-08-02,61.655121
2018-08-03,60.773773
2018-08-06,61.154884
2018-08-07,60.662609
2018-08-08,61.28989
2018-08-09,61.662098
2018-08-10,61.199253
2018-08-13,60.249245
2018-08-14,60.314201
2018-08-15,59.883842
2018-08-16,59.209896
2018-08-17,59.372307
2018-08-20,59.559055
2018-08-21,59.274864
2018-08-22,58.211159
2018-08-23,58.44664
2018-08-24,58.406036
2018-08-27,59.096222
2018-08-28,59.664612
2018-08-29,59.77829
2018-08-30,59.388542
2018-08-31,59.06374
2018-09-03,58.276119
2018-09-04,57.975685
2018-09-05,56.579071
2018-09-06,57.082497
2018-09-07,58.056889
2018-09-10,57.610287
2018-09-11,57.910721
2018-09-12,57.699604
2018-09-13,58.682106
2018-09-14,59.39666
2018-09-17,59.282978
2018-09-18,59.404774
2018-09-19,61.223621
2018-09-20,63.415962
2018-09-21,64.544632
2018-09-24,63.757008
2018-09-25,64.236092
2018-09-26,64.983116
2018-09-27,64.333519
2018-09-28,63.951889
2018-10-01,63.862568
2018-10-02,63.391628
2018-10-03,64.552757
2018-10-04,64.918152
2018-10-05,65.007469
2018-10-08,63.951889
2018-10-09,63.911285
2018-10-10,64.284805
2018-10-11,62.206123
2018-10-12,63.359142
2018-10-15,62.928787
2018-10-16,63.903164
2018-10-17,63.748898
2018-10-18,63.976246
2018-10-19,62.888195
2018-10-22,63.562134
2018-10-23,63.066818
2018-10-24,62.522793
2018-10-25,59.697086
2018-10-26,60.216759
2018-10-29,60.655239
2018-10-30,62.116802
2018-10-31,62.035606
2018-11-01,63.334793
2018-11-02,63.635204
2018-11-05,64.642082
2018-11-06,65.973732
2018-11-07,65.973732
2018-11-08,66.160477
2018-11-09,65.957497
2018-11-12,67.053665
2018-11-13,65.372864
2018-11-14,63.692055
2018-11-15,63.204857
2018-11-16,64.398476
2018-11-19,64.504044
2018-11-20,64.861305
2018-11-21,62.766392
2018-11-22,62.539024
2018-11-23,62.344158
2018-11-26,60.127441
2018-11-27,59.762051
2018-11-28,58.462879
2018-11-29,59.477848
2018-11-30,59.502216
2018-12-03,60.890713
2018-12-04,59.688969
2018-12-05,59.851368
2018-12-06,58.633396
2018-12-07,58.722702
2018-12-10,58.422272
2018-12-11,59.177422
2018-12-12,60.168045
2018-12-13,61.459103
2018-12-14,60.549675
2018-12-17,61.84885
2018-12-18,61.751404
2018-12-19,62.198006
2018-12-20,60.988136
2018-12-21,61.434734
2018-12-24,62.701439
2018-12-27,63.058708
2018-12-28,63.399746
2018-12-31,63.716415
2019-01-02,62.238602
2019-01-03,62.238602
