Date,Adj Close
2018-04-12,9.567689
2018-04-13,9.7759
2018-04-16,9.795729
2018-04-17,10.073339
2018-04-18,10.767368
2018-04-19,10.321207
2018-04-20,10.093169
2018-04-23,9.865131
2018-04-24,9.785813
2018-04-26,9.706495
2018-04-27,9.825472
2018-04-30,9.954362
2018-05-01,10.479843
2018-05-02,10.926004
2018-05-03,11.411826
2018-05-04,12.175257
2018-05-07,11.967048
2018-05-08,11.947218
2018-05-09,12.621419
2018-05-10,13.117154
2018-05-11,13.295618
2018-05-14,13.692207
2018-05-15,14.039222
2018-05-16,14.068965
2018-05-17,13.731867
2018-05-18,13.702121
2018-05-21,14.168112
2018-05-22,14.257345
2018-05-23,13.741779
2018-05-24,14.297004
2018-05-25,14.108623
2018-05-28,14.138368
2018-05-29,14.495298
2018-05-30,14.029305
2018-05-31,14.574615
2018-06-01,14.842313
2018-06-04,14.475469
2018-06-05,15.119925
2018-06-06,15.734637
2018-06-07,15.59583
2018-06-08,15.318217
2018-06-12,16.230371
2018-06-13,15.44711
2018-06-14,15.566085
2018-06-15,16.101477
2018-06-18,15.774294
2018-06-19,15.794125
2018-06-20,16.686447
2018-06-21,17.340818
2018-06-22,16.6567
2018-06-25,17.003717
2018-06-26,16.19071
2018-06-27,16.617046
2018-06-28,15.566085
2018-06-29,15.526429
2018-07-02,16.002333
2018-07-03,15.843699
2018-07-04,16.151052
2018-07-05,16.240284
2018-07-06,16.279943
2018-07-09,16.121311
2018-07-10,16.279943
2018-07-11,16.02216
2018-07-12,16.944231
2018-07-13,17.74732
2018-07-16,17.499453
2018-07-17,16.904572
2018-07-18,17.360647
2018-07-19,17.648172
2018-07-20,17.767151
2018-07-23,17.558941
2018-07-24,17.459795
2018-07-25,17.053293
2018-07-26,16.458412
2018-07-27,17.112778
2018-07-30,16.418749
2018-07-31,15.119925
2018-08-01,14.911717
2018-08-02,14.415979
2018-08-03,14.842313
2018-08-06,14.723336
2018-08-07,14.981117
2018-08-08,14.991034
2018-08-09,15.288474
2018-08-10,15.228985
2018-08-13,15.060436
2018-08-14,15.318217
2018-08-15,15.457026
2018-08-16,15.298389
2018-08-17,15.74455
2018-08-20,15.486768
2018-08-21,15.506598
2018-08-22,19.730263
2018-08-23,23.527594
2018-08-24,19.869068
2018-08-27,20.454033
2018-08-28,20.999342
2018-08-29,21.356274
2018-08-30,21.633884
2018-08-31,21.177807
2018-09-03,21.187725
2018-09-04,21.217468
2018-09-05,21.445505
2018-09-06,20.325144
2018-09-07,20.146677
2018-09-10,20.741564
2018-09-11,21.551735
2018-09-12,20.490026
2018-09-13,20.609097
2018-09-14,20.936541
2018-09-17,21.244141
2018-09-18,20.609097
2018-09-19,20.331266
2018-09-20,20.281654
2018-09-21,20.738089
2018-09-24,20.628946
