Date,Adj Close
2018-04-12,5.949538
2018-04-13,5.97242
2018-04-16,6.079206
2018-04-17,6.025814
2018-04-18,6.079206
2018-04-19,6.079206
2018-04-20,6.056324
2018-04-23,6.010559
2018-04-24,6.117346
2018-04-26,6.170738
2018-04-27,6.315663
2018-04-30,6.369057
2018-05-01,6.361429
2018-05-02,6.430078
2018-05-03,6.460588
2018-05-04,6.346174
2018-05-07,6.39194
2018-05-08,6.468215
2018-05-09,6.445333
2018-05-10,6.399567
2018-05-11,6.376684
2018-05-14,6.437704
2018-05-15,6.26227
2018-05-16,6.147856
2018-05-17,6.071579
2018-05-18,6.086835
2018-05-21,6.1326
2018-05-22,6.147856
2018-05-23,6.247015
2018-05-24,6.285152
2018-05-25,6.330917
2018-05-28,6.437704
2018-05-29,6.430078
2018-05-30,6.651278
2018-05-31,6.628395
2018-06-01,6.643651
2018-06-04,6.697043
2018-06-05,6.468215
2018-06-06,6.506354
2018-06-07,6.422449
2018-06-08,6.376684
2018-06-12,6.308036
2018-06-13,7.627613
2018-06-14,7.330136
2018-06-15,7.490315
2018-06-18,7.543709
2018-06-19,7.566592
2018-06-20,7.604729
2018-06-21,7.597102
2018-06-22,7.513199
2018-06-25,7.528452
2018-06-26,7.505571
2018-06-27,7.558963
2018-06-28,7.566782
2018-06-29,7.699669
2018-07-02,7.715302
2018-07-03,7.738752
2018-07-04,7.777838
2018-07-05,7.934175
2018-07-06,7.895091
2018-07-09,7.887275
2018-07-10,7.785654
2018-07-11,7.777838
2018-07-12,7.660583
2018-07-13,7.551147
2018-07-16,7.613682
2018-07-17,7.488611
2018-07-18,7.566782
2018-07-19,7.488611
2018-07-20,7.465161
2018-07-23,7.371357
2018-07-24,7.496428
2018-07-25,7.402625
2018-07-26,7.480795
2018-07-27,7.605865
2018-07-30,7.527696
2018-07-31,7.54333
2018-08-01,7.54333
2018-08-02,7.527696
2018-08-03,7.652766
2018-08-06,7.668401
2018-08-07,7.660583
2018-08-08,7.676217
2018-08-09,7.684035
2018-08-10,7.691853
2018-08-13,7.715302
2018-08-14,7.738752
2018-08-15,7.801288
2018-08-16,7.785654
2018-08-17,7.816924
2018-08-20,7.82474
2018-08-21,7.879457
2018-08-22,7.92636
